方案,种子,迭代,当前代价,历史最优代价,历史最优完成时间_s,历史最优能耗_kWh,历史最优架次
均衡,0,6700,33595.16787959662,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,6800,33595.16787959662,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,6900,33591.01470430428,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,7100,33591.01470430428,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,7200,33592.64847735532,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,7300,33591.01470430428,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,7400,33591.01470430428,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,7500,33592.64847735532,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,7600,33592.64847735532,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,7700,33591.01470430428,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,7900,33591.01470430428,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,1,600,35433.14396207951,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,700,35526.66990387983,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,800,35633.08448037183,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,900,35558.16785899226,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,1000,35028.29143734713,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,1100,35075.38325422992,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,1200,34334.74205745653,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,1500,34158.24683734647,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,1700,34067.79393002245,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,1800,34394.55149111407,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,1900,34375.05011206879,33932.34985230031,6522.900301924575,68.36483183458577,23
均衡,1,2200,34249.17109566758,33916.70812876412,6990.245981218575,66.75487382515182,23
均衡,1,2600,33955.60946003048,33896.88848126957,7003.8318882611,66.6435219766949,23
均衡,1,2700,33959.739763649275,33896.88848126957,7003.8318882611,66.6435219766949,23
均衡,1,2800,33952.965635099434,33896.88848126957,7003.8318882611,66.6435219766949,23
均衡,1,3200,33941.55275013742,33859.332898691006,6981.135759988337,66.59399046234223,23
均衡,1,3400,33957.165460903794,33859.332898691006,6981.135759988337,66.59399046234223,23
均衡,1,3700,33977.61103795289,33859.332898691006,6981.135759988337,66.59399046234223,23
均衡,1,3800,33888.91762261666,33859.332898691006,6981.135759988337,66.59399046234223,23
均衡,1,4400,33895.53139080267,33859.332898691006,6981.135759988337,66.59399046234223,23
均衡,1,4500,33898.671950508135,33859.332898691006,6981.135759988337,66.59399046234223,23
均衡,1,4600,33877.654459699625,33859.332898691006,6981.135759988337,66.59399046234223,23
均衡,1,4900,33838.46574387961,33838.46574387961,6945.40915087114,66.6435219766949,23
均衡,1,5000,33864.81434754748,33838.46574387961,6945.40915087114,66.6435219766949,23
均衡,1,5100,33836.73236054361,33827.248072391914,6945.40915087114,66.60612973840257,23
均衡,1,5300,33831.40124768425,33827.248072391914,6945.40915087114,66.60612973840257,23
均衡,1,5500,33831.40124768425,33827.248072391914,6945.40915087114,66.60612973840257,23
均衡,1,5600,33836.73236054361,33827.248072391914,6945.40915087114,66.60612973840257,23
均衡,1,5900,33858.085516244064,33827.248072391914,6945.40915087114,66.60612973840257,23
均衡,1,6000,33834.90766033744,33827.248072391914,6945.40915087114,66.60612973840257,23
均衡,1,6100,33825.423372185745,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,6200,33825.423372185745,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,6300,33834.90766033744,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,6500,33825.423372185745,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,6600,33825.423372185745,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,6800,33830.75448504511,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,6900,33825.423372185745,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,7000,33825.423372185745,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,7200,33831.40124768425,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,7500,33827.248072391914,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,7600,33827.248072391914,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,7900,33825.423372185745,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,1,8000,33825.423372185745,33825.423372185745,6945.40915087114,66.60004740438202,23
均衡,2,100,34991.09553267581,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,2,400,35457.057291229525,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,2,500,34451.67348002654,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,2,600,33544.162855448805,33544.162855448805,7587.894550954208,65.52089434831532,21
均衡,2,800,33638.419616743005,33364.56894528208,7587.894550954202,64.92224798109291,21
均衡,2,1100,32749.96119129744,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,1400,32856.95998751914,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,1500,32887.63370797824,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,1700,32787.67179821601,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,1800,32899.61573444265,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,1900,32984.89660015775,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,2000,32888.10470955159,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,2100,32888.10470955159,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,2400,32967.84498353061,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,2700,32806.969285129024,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,2800,32824.020901756165,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,2900,32756.489442339473,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,3200,32801.743316785854,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,3300,32770.62018158887,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,3500,32784.0679250532,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,3700,32668.973216381622,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,3800,32668.973216381622,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,4100,32720.9525589299,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,4200,32720.9525589299,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,4300,32765.07958985278,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,4500,32767.016308426057,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,4600,32767.016308426057,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,5000,32698.619983399643,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,5100,32710.1310082907,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,5300,32693.07939166356,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,5400,32715.671600026784,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,5500,32693.07939166356,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,5600,32693.07939166356,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,5700,32693.07939166356,32653.077410367303,7587.894550954208,63.55060953137697,20
均衡,2,5800,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,5900,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,6000,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,6300,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,6500,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,6600,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,6700,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,6900,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,7000,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,7200,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,7500,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,7600,32637.359311767847,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,7700,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,7800,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,7900,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,2,8000,32631.818720031762,32631.818720031762,7562.2808445296505,63.5651262516737,20
均衡,3,100,34431.31642771736,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,200,35774.21746673265,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,500,36759.26263583293,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,600,37018.896315952996,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,700,36532.818542899644,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,800,36712.67402372371,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,1000,36950.99611712262,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,1600,36224.80877166956,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,1700,35788.95158366395,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,1800,35573.42338617639,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,1900,35434.941086123195,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,2000,35458.354857904174,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,2100,35300.67004303659,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,2200,35245.038129125525,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,2300,35293.08659009912,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,2700,35238.14764771537,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,2800,35217.13015690686,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,2900,35158.40282320679,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,3000,35245.78864425321,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,3100,34991.40210081222,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,3200,35077.621997919094,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,3300,34086.291731422534,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,3400,33978.626356711495,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,3700,34023.57004907196,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,3900,34011.50825578108,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,4100,33974.473181419155,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,4400,33974.473181419155,33934.86105370353,6522.900301924575,68.37320250592983,23
均衡,3,4700,33925.939626365085,33892.121145226345,7323.894550954208,66.56075531424045,22
均衡,3,4800,33921.786451072745,33892.121145226345,7323.894550954208,66.56075531424045,22
均衡,3,4900,33887.967969934005,33887.967969934005,7323.894550954208,66.54691139659933,22
均衡,3,5100,33858.316945083374,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,5200,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,5300,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,5400,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,5700,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,5800,33858.316945083374,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,5900,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,6100,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,6300,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,6500,33858.316945083374,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,6900,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,7000,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,7100,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,7400,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,7500,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,7600,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,7700,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,7800,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,3,7900,33854.16376979104,33854.16376979104,7323.894550954208,66.43423072945612,22
均衡,4,200,34249.24657256843,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,900,35107.65933192555,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,1500,35372.54891598925,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,1600,34834.08099173645,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,1800,34932.88707458286,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,1900,35172.24664193933,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,2000,35155.64355881817,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,2100,35196.59898394898,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,2200,35193.10854872589,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,2300,34943.974652617704,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,2400,34876.58986200583,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,2600,34957.389959087435,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,3200,34654.55040867089,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,3300,34642.41560867432,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,3400,34671.04685482863,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,3700,34628.11432565648,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,3800,34600.38573838335,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,4100,34679.73577439974,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,4300,34554.22956260949,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,4500,34548.13966874388,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,4600,34552.292844036216,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,4900,34562.211187313726,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,5000,34554.22956260949,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,5100,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,5200,34527.65173499687,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,5400,34527.65173499687,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,5700,34561.80120196269,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,5900,34527.65173499687,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,6100,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,6300,34527.65173499687,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,6500,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,6700,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,6800,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,6900,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,7000,34533.74162886248,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,7200,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,7300,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,7400,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,7500,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,7700,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,7800,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,7900,34529.58845357015,33946.945569689226,6539.12979236453,68.35938592441566,23
均衡,4,8000,34527.65173499687,33946.945569689226,6539.12979236453,68.35938592441566,23
能耗优先,0,100,73150.53748479641,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,200,73400.62806178922,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,300,74816.9790288013,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,500,78026.71641774905,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,600,77614.37517279167,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,800,76465.30391699716,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,1000,76309.34094294919,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,1100,76598.16488530379,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,1200,74983.21283027844,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,1300,74507.03295067082,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,1400,74627.00061611224,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,0,1500,71764.87715722689,71270.55628271025,9348.601678234281,67.1008359470634,23
能耗优先,0,1600,71601.39785716985,71270.55628271025,9348.601678234281,67.1008359470634,23
能耗优先,0,1800,71369.18707460137,71270.55628271025,9348.601678234281,67.1008359470634,23
能耗优先,0,1900,71218.64541651761,71218.64541651761,9369.100575474124,67.04482530142278,23
能耗优先,0,2200,71737.90616564004,71218.64541651761,9369.100575474124,67.04482530142278,23
能耗优先,0,2900,71199.38040798075,70977.94198573577,10261.203406740971,66.62570130438758,23
能耗优先,0,3000,71236.94442860734,70851.69389563025,9679.412861747871,66.61581132328068,23
能耗优先,0,3100,70932.08675615645,70851.69389563025,9679.412861747871,66.61581132328068,23
能耗优先,0,3300,70977.72082425344,70834.58623728025,9620.720993905828,66.61044203849909,23
能耗优先,0,3500,70983.59835567651,70834.58623728025,9620.720993905828,66.61044203849909,23
能耗优先,0,3600,71008.95082524612,70834.58623728025,9620.720993905828,66.61044203849909,23
能耗优先,0,3800,70995.33672924493,70834.58623728025,9620.720993905828,66.61044203849909,23
能耗优先,0,3900,70912.59442160926,70834.58623728025,9620.720993905828,66.61044203849909,23
能耗优先,0,4000,70823.77673073781,70813.5790079552,9961.751915514264,66.52122862485234,23
能耗优先,0,4100,70827.17922323426,70813.5790079552,9961.751915514264,66.52122862485234,23
能耗优先,0,4200,70902.37582206696,70799.39097463734,9959.920698733124,66.50740683489072,23
能耗优先,0,4400,70720.36861101731,70720.36861101731,9564.808880632965,66.50740683489072,23
能耗优先,0,4500,70724.80645894083,70712.37478569752,9524.83975403407,66.50740683489072,23
能耗优先,0,4600,70724.11315926594,70705.91905711994,9524.83975403407,66.50095110631314,23
能耗优先,0,4900,70629.07852883432,70629.07852883432,9484.651955439957,66.43214813774632,23
能耗优先,0,5000,70664.54699439186,70629.07852883432,9484.651955439957,66.43214813774632,23
能耗优先,0,5100,70631.90184302603,70629.07852883432,9484.651955439957,66.43214813774632,23
能耗优先,0,5200,70599.54322121259,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,5300,70617.1420742579,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,5400,70651.15674959228,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,5600,70649.97586283761,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,6000,70616.18151843126,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,6100,70602.33107958498,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,6200,70610.20557376552,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,6300,70608.78680816256,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,6400,70626.06945315338,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,6500,70610.59829628955,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,6600,70604.14256771197,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,6700,70604.14256771197,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,6800,70604.14256771197,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,6900,70603.11588336072,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,7000,70604.00053690684,70587.11154796927,9274.817051114745,66.43214813774632,23
能耗优先,0,7100,70585.80643476086,70585.80643476086,9270.097608986352,66.43178691296359,23
能耗优先,0,7200,70585.80643476086,70585.80643476086,9270.097608986352,66.43178691296359,23
能耗优先,0,7300,70587.22520036383,70585.80643476086,9270.097608986352,66.43178691296359,23
能耗优先,0,7400,70585.80643476086,70585.80643476086,9270.097608986352,66.43178691296359,23
能耗优先,0,7500,70585.80643476086,70585.80643476086,9270.097608986352,66.43178691296359,23
能耗优先,0,7900,70585.80643476086,70585.80643476086,9270.097608986352,66.43178691296359,23
能耗优先,0,8000,70585.80643476086,70585.80643476086,9270.097608986352,66.43178691296359,23
能耗优先,1,300,72900.72718846143,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,1,400,77607.3860019594,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,1,600,73132.41418089434,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,1,900,72772.3711702443,70941.00771444624,8118.276770902705,67.01735236026569,23
能耗优先,1,1000,72467.71869006495,70941.00771444624,8118.276770902705,67.01735236026569,23
能耗优先,1,1400,71978.14412788555,70941.00771444624,8118.276770902705,67.01735236026569,23
能耗优先,1,1600,71559.48578471651,70941.00771444624,8118.276770902705,67.01735236026569,23
能耗优先,1,1800,69933.31787816047,69825.25915667947,8437.031527084582,65.83785285126255,23
能耗优先,1,1900,70023.92686449384,69825.25915667947,8437.031527084582,65.83785285126255,23
能耗优先,1,2000,69917.92345016007,69825.25915667947,8437.031527084582,65.83785285126255,23
能耗优先,1,2200,69902.56790511576,69825.25915667947,8437.031527084582,65.83785285126255,23
能耗优先,1,2300,69923.93849309183,69825.25915667947,8437.031527084582,65.83785285126255,23
能耗优先,1,2400,70103.73802239227,69825.25915667947,8437.031527084582,65.83785285126255,23
能耗优先,1,2600,69965.062238274,69825.25915667947,8437.031527084582,65.83785285126255,23
能耗优先,1,2700,70130.04435267842,69825.25915667947,8437.031527084582,65.83785285126255,23
能耗优先,1,2900,70122.94539305066,69825.25915667947,8437.031527084582,65.83785285126255,23
能耗优先,1,3100,69870.27952145049,69749.56514746656,8770.462861305965,65.69547257520537,23
能耗优先,1,3300,69801.01713599163,69695.33519046062,8499.31307627623,65.69547257520537,23
能耗优先,1,3400,69822.49114376116,69695.33519046062,8499.31307627623,65.69547257520537,23
能耗优先,1,3500,69799.21193582148,69695.33519046062,8499.31307627623,65.69547257520537,23
能耗优先,1,3700,69846.30499607525,69695.33519046062,8499.31307627623,65.69547257520537,23
能耗优先,1,3800,69754.87823761548,69695.33519046062,8499.31307627623,65.69547257520537,23
能耗优先,1,4000,69651.44473639039,69637.60081874926,8749.56702814841,65.58768741311958,23
能耗优先,1,4500,69603.58314978532,69577.7392321442,8535.820303486596,65.57057517144688,23
能耗优先,1,4600,69657.82964667467,69577.7392321442,8535.820303486596,65.57057517144688,23
能耗优先,1,4700,69595.1710029163,69569.98147686379,8497.031527084582,65.57057517144688,23
能耗优先,1,4900,69445.34013658657,69445.34013658657,8468.664529824875,65.4516072306216,23
能耗优先,1,5100,69493.17743671831,69445.34013658657,8468.664529824875,65.4516072306216,23
能耗优先,1,5200,69447.05109575734,69445.34013658657,8468.664529824875,65.4516072306216,23
能耗优先,1,5400,69474.32073184643,69439.01353603852,8437.031527084582,65.4516072306216,23
能耗优先,1,5500,69467.99413129837,69439.01353603852,8437.031527084582,65.4516072306216,23
能耗优先,1,5600,69476.72009936065,69439.01353603852,8437.031527084582,65.4516072306216,23
能耗优先,1,5700,69455.04843452574,69439.01353603852,8437.031527084582,65.4516072306216,23
能耗优先,1,5800,69465.6279961908,69439.01353603852,8437.031527084582,65.4516072306216,23
能耗优先,1,5900,69451.59789718811,69439.01353603852,8437.031527084582,65.4516072306216,23
能耗优先,1,6100,69457.44780203995,69439.01353603852,8437.031527084582,65.4516072306216,23
能耗优先,1,6200,69459.7395041008,69439.01353603852,8437.031527084582,65.4516072306216,23
能耗优先,1,6300,69453.62962990307,69439.01353603852,8437.031527084582,65.4516072306216,23
能耗优先,1,6400,69453.41290355273,69439.01353603852,8437.031527084582,65.4516072306216,23
能耗优先,1,6500,69363.45944602965,69357.84334912393,8452.124286362076,65.36741849185151,23
能耗优先,1,6900,69363.45944602965,69354.82479726843,8437.031527084582,65.36741849185151,23
能耗优先,1,7000,69362.58255254883,69354.82479726843,8437.031527084582,65.36741849185151,23
能耗优先,1,7100,69356.97223118498,69354.82479726843,8437.031527084582,65.36741849185151,23
能耗优先,1,7300,69356.97223118498,69354.82479726843,8437.031527084582,65.36741849185151,23
能耗优先,1,7500,69356.97223118498,69354.82479726843,8437.031527084582,65.36741849185151,23
能耗优先,1,7600,69365.0097909038,69354.82479726843,8437.031527084582,65.36741849185151,23
能耗优先,1,7700,69362.58255254883,69354.82479726843,8437.031527084582,65.36741849185151,23
能耗优先,1,7800,69356.97223118498,69354.82479726843,8437.031527084582,65.36741849185151,23
能耗优先,1,7900,69356.97223118498,69354.82479726843,8437.031527084582,65.36741849185151,23
能耗优先,1,8000,69356.97223118498,69354.82479726843,8437.031527084582,65.36741849185151,23
能耗优先,2,400,73360.89482694867,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,2,900,73189.56338784401,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,2,1300,74938.32884408154,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,2,1600,73302.78255402273,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,2,1700,73038.1007272162,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,2,2100,73059.33850811687,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,2,2200,72885.36840323728,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,2,2300,73118.7327869593,71967.21188288857,6539.12979236453,68.35938592441566,23
能耗优先,2,2400,71975.9688455183,71773.99577021197,8623.215879481791,67.64935259431562,24
能耗优先,2,2700,70342.15758101741,70342.15758101741,8146.8048764535215,66.4127966057267,23
能耗优先,2,2900,70583.43838720395,70342.15758101741,8146.8048764535215,66.4127966057267,23
能耗优先,2,3000,70160.71281921795,70160.71281921795,7714.545531836629,66.31780371285062,23
能耗优先,2,3100,70257.49357643048,70160.71281921795,7714.545531836629,66.31780371285062,23
能耗优先,2,3500,70136.95592709997,70136.95592709997,7640.99073358581,66.30875778038282,23
能耗优先,2,3600,70151.66688675014,70136.95592709997,7640.99073358581,66.30875778038282,23
能耗优先,2,3700,70190.60590348698,70136.95592709997,7640.99073358581,66.30875778038282,23
能耗优先,2,3800,70157.47324467244,70119.74049557431,7734.357733242516,66.2728689489258,23
