方案,种子,迭代,当前代价,历史最优代价,历史最优完成时间_s,历史最优能耗_kWh,历史最优架次
均衡,0,5400,33606.78740975342,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,5500,33610.34647794491,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,5600,33606.19330265258,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,5700,33606.19330265258,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,5800,33610.34647794491,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,6000,33591.01470430428,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,6100,33593.522031843655,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,6200,33591.88825879263,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,6400,33593.522031843655,33553.66866540292,7626.505888133808,65.42387592423036,21
均衡,0,6600,33593.522031843655,33553.66866540292,7626.505888133808,65.42387592423036,21
