起点,终点,水平距离（m）,起点作业海拔（m）,终点作业海拔（m）,航段DEM最高海拔（m）,计划巡航海拔（m）,起点爬升（m）,终点下降（m）,经过DEM像元段数
S001,S005,2928.039880963676,183.96136474609375,199.03955078125,266.13800048828125,316.13800048828125,132.1766357421875,117.09844970703125,136
S001,S006,5296.1677039342885,183.96136474609375,305.1272277832031,343.9356384277344,393.9356384277344,209.97427368164062,88.80841064453125,251
S001,S007,5187.883012423533,183.96136474609375,344.2220458984375,389.17535400390625,439.17535400390625,255.2139892578125,94.95330810546875,198
S001,S008,5968.2065583004005,183.96136474609375,278.2891845703125,316.78717041015625,366.78717041015625,182.8258056640625,88.49798583984375,276
S001,S009,2651.198124379607,183.96136474609375,219.4370880126953,243.22891235351562,293.2289123535156,109.26754760742188,73.79182434082031,118
S001,S010,3709.8939763366066,183.96136474609375,351.5816650390625,381.0796813964844,431.0796813964844,247.11831665039062,79.49801635742188,170
S001,S011,2354.0924433364644,183.96136474609375,208.04286193847656,226.38790893554688,276.3879089355469,92.42654418945312,68.34504699707031,90
S001,S012,4697.682085706637,183.96136474609375,283.31507873535156,385.599609375,435.599609375,251.63824462890625,152.28453063964844,219
S001,S013,2898.825515004219,183.96136474609375,351.70806884765625,328.3608093261719,378.3608093261719,194.39944458007812,26.652740478515625,111
S001,S014,5196.210724025676,183.96136474609375,350.9825134277344,550.0504150390625,600.0504150390625,416.08905029296875,249.06790161132812,248
S001,S015,5500.078600417984,183.96136474609375,466.229248046875,547.315185546875,597.315185546875,413.35382080078125,131.0859375,241
S002,O01,7411.308772715872,218.7942352294922,128.7255401611328,258.9542541503906,308.9542541503906,90.16001892089844,180.2287139892578,323
S002,S001,4360.595975306951,218.7942352294922,183.96136474609375,259.2448425292969,309.2448425292969,90.45060729980469,125.28347778320312,188
S002,S003,9776.006055729531,218.7942352294922,338.51068115234375,571.1314086914062,621.1314086914062,402.33717346191406,282.6207275390625,432
S002,S004,2248.017656918333,218.7942352294922,225.11575317382812,283.658203125,333.658203125,114.86396789550781,108.54244995117188,102
S002,S005,3475.7462899809957,218.7942352294922,199.03955078125,356.79864501953125,406.79864501953125,188.00440979003906,207.75909423828125,161
S002,S006,9184.868039050856,218.7942352294922,305.1272277832031,344.2987060546875,394.2987060546875,175.5044708251953,89.17147827148438,438
S002,S007,8118.280839235915,218.7942352294922,344.2220458984375,424.7281799316406,474.7281799316406,255.93394470214844,130.50613403320312,385
S002,S008,4802.361470158326,218.7942352294922,278.2891845703125,331.8424987792969,381.8424987792969,163.0482635498047,103.55331420898438,199
S002,S009,1724.5462900261098,218.7942352294922,219.4370880126953,278.2866516113281,328.2866516113281,109.49241638183594,108.84956359863281,71
S002,S010,5917.035410822842,218.7942352294922,351.5816650390625,441.85394287109375,491.85394287109375,273.05970764160156,140.27227783203125,247
S002,S011,5781.672558439652,218.7942352294922,208.04286193847656,311.78533935546875,361.78533935546875,142.99110412597656,153.7424774169922,277
S002,S012,3071.2754969584034,218.7942352294922,283.31507873535156,358.1782531738281,408.1782531738281,189.38401794433594,124.86317443847656,146
S002,S013,4540.132089624106,218.7942352294922,351.70806884765625,327.2103271484375,377.2103271484375,158.4160919189453,25.50225830078125,188
S002,S014,7654.630020188422,218.7942352294922,350.9825134277344,457.5832214355469,507.5832214355469,288.7889862060547,156.6007080078125,325
S002,S015,7164.389577773846,218.7942352294922,466.229248046875,593.7526245117188,643.7526245117188,424.95838928222656,177.52337646484375,314
S003,O01,7263.177684172111,338.51068115234375,128.7255401611328,511.80413818359375,561.8041381835938,223.29345703125,433.07859802246094,338
S003,S001,7658.741868491396,338.51068115234375,183.96136474609375,505.94439697265625,555.9443969726562,217.4337158203125,371.9830322265625,293
S003,S002,9776.006055729531,338.51068115234375,218.7942352294922,571.1314086914062,621.1314086914062,282.6207275390625,402.33717346191406,432
S003,S004,8231.977704387176,338.51068115234375,225.11575317382812,674.2682495117188,724.2682495117188,385.757568359375,499.1524963378906,385
S003,S005,6340.246903091947,338.51068115234375,199.03955078125,533.8880615234375,583.8880615234375,245.37738037109375,384.8485107421875,272
